QueryProject,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Export,"(0.08228191213797198, 'ImportAnnotations')","(0.203911254530593, 'JSON')","(0.2837655646815107, 'ImportCodebook')","(0.4560139490406637, 'Hierarchy')","(0.4569385129486989, 'Multivalued')","(0.45840182248018435, 'CodebookUpdate')","(0.460730696350247, 'SidebarNavigation')","(0.5022332400831653, 'Date')","(0.5653371465034701, 'Codebook')","(0.5875180846897214, 'Classifying')","(0.6420868225350143, 'Autocomplete')","(0.7702716252931409, 'MoodleReport')","(0.8155564555322363, 'ExportCodebook')","(0.8490359582767284, 'Remote')","(0.8541634929387039, 'Alphabetical')","(0.8923294007165004, 'BuiltIn')","(0.9343451282397609, 'Selector')","(0.94843610080257, 'TextSummary')","(0.9941775881595009, 'URL')","(0.9963542738770085, 'TXT')","(0.997029268683912, 'Number')","(0.9974305602654147, 'HTML')","(0.997774058743452, 'SentimentAnalysis')","(0.9978986908441367, 'AnnotationList')","(0.9979040039238927, 'Dropbox')","(0.9979145872756301, 'Assessing')","(0.9980135178888563, 'PDF')","(0.998079894903152, 'Canvas')","(0.9981539768845418, 'DeleteAll')","(0.9982213195056936, 'LastAnnotation')","(0.9983067814528784, 'Neo4J')","(0.9983757405775923, 'MoodleComment')","(0.9984158473759037, 'Hypothesis')","(0.9984518932448678, 'Categorize')","(0.9985383607431657, 'ScienceDirect')","(0.9985570152621807, 'DOI')","(0.9986458275674255, 'PreviousAssignments')","(0.9986509770852636, 'URN')","(0.9986987333534915, 'Commenting')","(0.9987045575131889, 'Update')","(0.998711172423009, 'Replying')","(0.9987268268086915, 'Create')","(0.9987298805132796, 'Delete')","(0.9987412588189242, 'MoodleConsumer')","(0.9987604058636667, 'Manual')","(0.9987684859839314, 'SuggestedLiterature')","(0.9987827752192214, 'AnnotationServer')","(0.9987920735937934, 'ACM')","(0.9988186338572566, 'Springer')","(0.9988188041955537, 'GoogleSheetProvider')","(0.998819612621741, 'AnnotatedPDF')","(0.9988455890776352, 'BrowserStorage')","(0.998847992799029, 'UserFilter')","(0.998870122023962, 'CodebookDelete')","(0.9988789475195383, 'MoodleResource')","(0.9988818333185179, 'GoogleSheetConsumer')","(0.9988951618743165, 'RenameCodebook')","(0.9989082849590192, 'ApplicationBased')","(0.9989318354471193, 'MoodleProvider')","(1, 'Export')"
BrowserStorage,"(0.8476257423656133, 'AnnotationServer')","(0.9744417924106551, 'Remote')","(0.9750868265162006, 'Hypothesis')","(0.9761419699207476, 'Neo4J')","(0.9763449718244099, 'DOI')","(0.9931045173644482, 'TXT')","(0.9953337794224294, 'ScienceDirect')","(0.9965402377125546, 'URL')","(0.996573313272713, 'Alphabetical')","(0.9972348776625028, 'GoogleSheetProvider')","(0.9974586036108797, 'Manual')","(0.9981301354387283, 'Date')","(0.9985861135806083, 'Number')","(0.9988455890776352, 'Export')","(0.9988740002824794, 'HTML')","(0.9992212377392931, 'Assessing')","(0.9992922093482549, 'PDF')","(0.9993889499950714, 'Canvas')","(0.9994068116557756, 'TextSummary')","(0.9994412831350283, 'LastAnnotation')","(0.9994503751827213, 'SentimentAnalysis')","(0.9994811490835888, 'AnnotationList')","(0.9995520620348852, 'MoodleComment')","(0.9996066924386299, 'Categorize')","(0.99964444595933, 'Dropbox')","(0.9996736900988147, 'Autocomplete')","(0.9997301123266726, 'JSON')","(0.9997495107438807, 'URN')","(0.9997789030253242, 'DeleteAll')","(0.9997837699243465, 'Commenting')","(0.9997879480315991, 'Update')","(0.9998039234647451, 'Create')","(0.999806114115163, 'Delete')","(0.9998142766217947, 'MoodleConsumer')","(0.9998322993550676, 'MoodleReport')","(0.9998416452007446, 'SuggestedLiterature')","(0.9998477411245246, 'Selector')","(0.9998485151225761, 'Classifying')","(0.9998507298204021, 'ACM')","(0.9998519245250093, 'ImportAnnotations')","(0.9998587789173214, 'ImportCodebook')","(0.9998697834454191, 'Springer')","(0.9998698128729132, 'Codebook')","(0.9998704855847397, 'AnnotatedPDF')","(0.9998857992963793, 'Replying')","(0.9998866576887913, 'SidebarNavigation')","(0.9998908447536088, 'UserFilter')","(0.9998975135188125, 'PreviousAssignments')","(0.9999122478528663, 'ExportCodebook')","(0.9999130508141917, 'MoodleResource')","(0.9999158448701282, 'Multivalued')","(0.9999240014541632, 'BuiltIn')","(0.9999243260860969, 'CodebookDelete')","(0.9999246825374332, 'RenameCodebook')","(0.9999340966669512, 'ApplicationBased')","(0.9999341283765213, 'GoogleSheetConsumer')","(0.9999397078001085, 'Hierarchy')","(0.9999407207120782, 'CodebookUpdate')","(0.999950991113131, 'MoodleProvider')","(1, 'BrowserStorage')"
Dropbox,"(0.06790972025256448, 'ScienceDirect')","(0.07336313858849686, 'ACM')","(0.07337580271373245, 'Springer')","(0.078759479652591, 'DOI')","(0.09513328001332655, 'PreviousAssignments')","(0.6815647522895095, 'TextSummary')","(0.6930176362183693, 'Canvas')","(0.733811263480428, 'URL')","(0.758298477705216, 'LastAnnotation')","(0.7588702464370898, 'AnnotatedPDF')","(0.7744727881898414, 'Autocomplete')","(0.795147850789382, 'AnnotationList')","(0.8853470780429726, 'TXT')","(0.9120079768565936, 'URN')","(0.9151197957366184, 'MoodleConsumer')","(0.9153231295584715, 'MoodleProvider')","(0.9232843623473921, 'JSON')","(0.9307662503008003, 'DeleteAll')","(0.9318159819038816, 'SentimentAnalysis')","(0.9539865513954952, 'MoodleReport')","(0.9635836920405931, 'Neo4J')","(0.968077619258213, 'ImportAnnotations')","(0.9903580510663845, 'Manual')","(0.9909939956928282, 'Hypothesis')","(0.9932191206314354, 'GoogleSheetConsumer')","(0.9943845767347668, 'Alphabetical')","(0.9966707069197888, 'SuggestedLiterature')","(0.9967932706741728, 'Date')","(0.9975752516313969, 'Number')","(0.9979040039238927, 'Export')","(0.9980271313430882, 'HTML')","(0.9985721716773039, 'Assessing')","(0.9986835722125429, 'PDF')","(0.9989905911130165, 'Remote')","(0.9990914502055634, 'MoodleComment')","(0.9991772009475834, 'Categorize')","(0.9994011914540937, 'ImportCodebook')","(0.9994551512358341, 'Commenting')","(0.9994617094199477, 'Update')","(0.9994708824529626, 'Codebook')","(0.999472443754887, 'Classifying')","(0.9994867853291906, 'Create')","(0.9994902238934903, 'Delete')","(0.9995056357628673, 'Selector')","(0.9995774305723075, 'SidebarNavigation')","(0.9995886343151229, 'Replying')","(0.9996059919082584, 'ExportCodebook')","(0.9996232217569996, 'UserFilter')","(0.9996425005297029, 'BuiltIn')","(0.99964444595933, 'BrowserStorage')","(0.9996467395444805, 'Multivalued')","(0.9996580776205535, 'MoodleResource')","(0.9996585923867869, 'AnnotationServer')","(0.9996707329857049, 'CodebookDelete')","(0.999676335419964, 'RenameCodebook')","(0.9996799781348346, 'GoogleSheetProvider')","(0.9996804624917702, 'CodebookUpdate')","(0.9996815901718747, 'Hierarchy')","(0.9996911123619328, 'ApplicationBased')","(1, 'Dropbox')"
BuiltIn,"(0.008051306150008264, 'ApplicationBased')","(0.1260239381678161, 'Codebook')","(0.5837883241315887, 'ImportCodebook')","(0.6811917154008889, 'Hypothesis')","(0.8847279600174388, 'Hierarchy')","(0.8849013204549239, 'Multivalued')","(0.8852388958359302, 'CodebookUpdate')","(0.8857094619348427, 'SidebarNavigation')","(0.8923294007165004, 'Export')","(0.8930885657523382, 'Date')","(0.9126460333972485, 'Classifying')","(0.9242040120961004, 'Autocomplete')","(0.9277521968632153, 'ImportAnnotations')","(0.9502738672643735, 'JSON')","(0.9507078387302589, 'Manual')","(0.9514498025103153, 'MoodleReport')","(0.9679064280971906, 'Remote')","(0.9813612225430604, 'ExportCodebook')","(0.9862332061751757, 'Selector')","(0.9874538784181279, 'Alphabetical')","(0.9961219292753463, 'URL')","(0.996305073075426, 'TextSummary')","(0.9984313703959683, 'Number')","(0.9987563444203352, 'HTML')","(0.9988286080600288, 'TXT')","(0.9991483149861664, 'Assessing')","(0.9992284295436005, 'PDF')","(0.9993395094157739, 'Canvas')","(0.9993967078051269, 'LastAnnotation')","(0.9994195758648797, 'SentimentAnalysis')","(0.9994520742423798, 'AnnotationList')","(0.9995217578113011, 'MoodleComment')","(0.9995834259782413, 'Categorize')","(0.9996425005297029, 'Dropbox')","(0.9997446428375042, 'URN')","(0.9997833154496436, 'Commenting')","(0.9997880318005768, 'Update')","(0.9997925649549503, 'DeleteAll')","(0.9998060652649229, 'Create')","(0.9998085381252741, 'Delete')","(0.9998177521646802, 'MoodleConsumer')","(0.9998290937858848, 'Neo4J')","(0.9998367334354317, 'DOI')","(0.9998489458672517, 'SuggestedLiterature')","(0.9998533208110338, 'ScienceDirect')","(0.9998589014358346, 'ACM')","(0.9998804096377967, 'Springer')","(0.9998812022299743, 'AnnotatedPDF')","(0.9999020456028704, 'Replying')","(0.9999041841615162, 'UserFilter')","(0.9999175072257035, 'PreviousAssignments')","(0.9999240014541632, 'BrowserStorage')","(0.999929250909338, 'MoodleResource')","(0.9999423810846142, 'RenameCodebook')","(0.999942651325161, 'CodebookDelete')","(0.9999503261180718, 'AnnotationServer')","(0.9999537699110866, 'GoogleSheetConsumer')","(0.9999620552662071, 'GoogleSheetProvider')","(0.9999720788512899, 'MoodleProvider')","(1, 'BuiltIn')"
Classifying,"(0.06432195077063951, 'Autocomplete')","(0.17624690637462848, 'SidebarNavigation')","(0.24522277334110842, 'Hierarchy')","(0.24650427251912388, 'Multivalued')","(0.24856011488955265, 'CodebookUpdate')","(0.26723042804831476, 'Selector')","(0.31081692193058685, 'Date')","(0.3447487706266382, 'Assessing')","(0.3450273602876477, 'Categorize')","(0.3451568555505091, 'Commenting')","(0.34523911376606653, 'SuggestedLiterature')","(0.3516417537039179, 'Replying')","(0.42968230361963367, 'SentimentAnalysis')","(0.5700170263509786, 'Codebook')","(0.5875180846897214, 'Export')","(0.6513536335473935, 'AnnotationList')","(0.6827486836608287, 'MoodleReport')","(0.7922947626952462, 'Remote')","(0.8497236741031067, 'ImportCodebook')","(0.8600380378599606, 'ImportAnnotations')","(0.9126460333972485, 'BuiltIn')","(0.9333440449596916, 'ExportCodebook')","(0.9432224264531761, 'TXT')","(0.9645706877497316, 'Hypothesis')","(0.9952158174692504, 'URL')","(0.9952576725930717, 'Alphabetical')","(0.9980306964624871, 'Number')","(0.9984267942931568, 'HTML')","(0.9990022003465161, 'PDF')","(0.9991336628999574, 'Canvas')","(0.9991482447552177, 'TextSummary')","(0.999207308236252, 'LastAnnotation')","(0.99935972690926, 'MoodleComment')","(0.999472443754887, 'Dropbox')","(0.9995983630372108, 'JSON')","(0.9996313930297532, 'URN')","(0.9996589398095542, 'DeleteAll')","(0.9996842782062839, 'Update')","(0.9997062585194327, 'Create')","(0.9997092725960027, 'Delete')","(0.9997094397183895, 'Neo4J')","(0.9997205032434642, 'MoodleConsumer')","(0.9997321139563343, 'DOI')","(0.9997501598210305, 'ScienceDirect')","(0.9997706585498648, 'ACM')","(0.9997968740935944, 'Springer')","(0.9997978401546035, 'AnnotatedPDF')","(0.9998258519733575, 'UserFilter')","(0.9998299593327856, 'PreviousAssignments')","(0.9998485151225761, 'BrowserStorage')","(0.9998564048981342, 'MoodleResource')","(0.9998713301256877, 'CodebookDelete')","(0.9998724087799912, 'RenameCodebook')","(0.999875311628657, 'AnnotationServer')","(0.9998818455740582, 'Manual')","(0.9998847701190102, 'GoogleSheetConsumer')","(0.9998853615140567, 'ApplicationBased')","(0.9998908034201868, 'GoogleSheetProvider')","(0.9999086062835767, 'MoodleProvider')","(1, 'Classifying')"
Replying,"(0.007008457668092216, 'Selector')","(0.00971263179956372, 'Assessing')","(0.009756531431225124, 'Categorize')","(0.009778984924979861, 'Commenting')","(0.009846986851185013, 'SuggestedLiterature')","(0.13796208115916309, 'SentimentAnalysis')","(0.3136562732099828, 'Autocomplete')","(0.3516417537039179, 'Classifying')","(0.4732100674179971, 'AnnotationList')","(0.8601679591072678, 'Update')","(0.8601833743472116, 'Create')","(0.8601854883092468, 'Delete')","(0.8602672766046988, 'UserFilter')","(0.8733980988283568, 'SidebarNavigation')","(0.8762226110928033, 'DeleteAll')","(0.9152411590173445, 'TXT')","(0.9461750313272695, 'Hypothesis')","(0.9849536983365209, 'Remote')","(0.9961759433628415, 'URL')","(0.9962105144450123, 'Alphabetical')","(0.9964338830805045, 'CodebookDelete')","(0.9972538448340034, 'Hierarchy')","(0.9979236547098547, 'Date')","(0.998429984465983, 'Number')","(0.998711172423009, 'Export')","(0.9987471634601206, 'HTML')","(0.9992079251213241, 'PDF')","(0.9993136690227965, 'Canvas')","(0.9993282324187208, 'TextSummary')","(0.9993721671268467, 'LastAnnotation')","(0.9994942177589258, 'MoodleComment')","(0.9995886343151229, 'Dropbox')","(0.9996871392233245, 'JSON')","(0.9997117568542223, 'URN')","(0.9997772567602217, 'Neo4J')","(0.9997831126585347, 'MoodleConsumer')","(0.9997938008165562, 'DOI')","(0.9997968842304114, 'MoodleReport')","(0.9998085132973803, 'ScienceDirect')","(0.9998210408297238, 'ImportAnnotations')","(0.9998218912638177, 'ImportCodebook')","(0.9998232749702042, 'ACM')","(0.9998371749386014, 'Codebook')","(0.9998442673019214, 'Springer')","(0.999845040883935, 'AnnotatedPDF')","(0.9998722246028822, 'PreviousAssignments')","(0.9998857992963793, 'BrowserStorage')","(0.9998880177686938, 'ExportCodebook')","(0.9998919371270392, 'MoodleResource')","(0.9998940766377218, 'Multivalued')","(0.9999020456028704, 'BuiltIn')","(0.9999047523787248, 'RenameCodebook')","(0.9999078951732261, 'AnnotationServer')","(0.9999133329828259, 'Manual')","(0.9999148342688691, 'GoogleSheetConsumer')","(0.9999151243964667, 'ApplicationBased')","(0.9999201560871656, 'GoogleSheetProvider')","(0.9999211657372297, 'CodebookUpdate')","(0.9999337378536505, 'MoodleProvider')","(1, 'Replying')"
ACM,"(0.010750645169654627, 'DOI')","(0.018520466108855715, 'ScienceDirect')","(0.023501253458210192, 'PreviousAssignments')","(0.07336313858849686, 'Dropbox')","(0.7570986048451855, 'Autocomplete')","(0.9282970544992722, 'Canvas')","(0.9304052692558343, 'TextSummary')","(0.9898275212751156, 'Manual')","(0.9965609709940101, 'URL')","(0.9965845124852248, 'Alphabetical')","(0.9980962671457242, 'Date')","(0.9985605042822033, 'Number')","(0.9987920735937934, 'Export')","(0.9988127074373263, 'TXT')","(0.9988418707566158, 'HTML')","(0.9991812440697319, 'Assessing')","(0.9992506083717806, 'PDF')","(0.9993786822939481, 'SentimentAnalysis')","(0.9993963061012554, 'LastAnnotation')","(0.9994134703327924, 'AnnotationList')","(0.9994703111352701, 'Remote')","(0.9995045762422642, 'MoodleComment')","(0.9995579694684246, 'Categorize')","(0.9996633470490653, 'JSON')","(0.9996952722563065, 'DeleteAll')","(0.9996975535020257, 'URN')","(0.9997310368556047, 'Commenting')","(0.9997351203464097, 'Update')","(0.9997353754677755, 'Neo4J')","(0.9997498794919203, 'MoodleReport')","(0.9997507340040324, 'Create')","(0.9997528750456012, 'Delete')","(0.9997561832549398, 'ImportCodebook')","(0.9997608527065317, 'MoodleConsumer')","(0.9997706585498648, 'Classifying')","(0.9997795537562194, 'Selector')","(0.9997809678893512, 'ImportAnnotations')","(0.9997816583609787, 'Codebook')","(0.9997869718693216, 'SuggestedLiterature')","(0.9998157887828271, 'AnnotatedPDF')","(0.9998205931382547, 'SidebarNavigation')","(0.9998232749702042, 'Replying')","(0.9998242214415223, 'Hypothesis')","(0.9998356869078365, 'UserFilter')","(0.9998423480241073, 'ExportCodebook')","(0.9998507298204021, 'BrowserStorage')","(0.9998557101195704, 'Multivalued')","(0.9998573901020087, 'MoodleResource')","(0.9998589014358346, 'BuiltIn')","(0.9998660200059185, 'AnnotationServer')","(0.9998669954206998, 'CodebookDelete')","(0.9998687584200766, 'RenameCodebook')","(0.9998764631735197, 'GoogleSheetConsumer')","(0.999877870929409, 'GoogleSheetProvider')","(0.9998779593630108, 'ApplicationBased')","(0.9998783016529221, 'Hierarchy')","(0.9998785292970699, 'CodebookUpdate')","(0.9998944712285526, 'MoodleProvider')","(1, 'ACM')","(1, 'Springer')"
Date,"(0.07530959227187362, 'Hierarchy')","(0.09255351643661447, 'Multivalued')","(0.09497416838960837, 'CodebookUpdate')","(0.09891531252730801, 'SidebarNavigation')","(0.31081692193058685, 'Classifying')","(0.4021591413487955, 'Autocomplete')","(0.4805736415052909, 'Codebook')","(0.5022332400831653, 'Export')","(0.5846785208681473, 'Number')","(0.5885840859221796, 'Alphabetical')","(0.6162249420190474, 'MoodleReport')","(0.7481286342803292, 'Remote')","(0.8163471940703045, 'ImportCodebook')","(0.8296593094260092, 'ImportAnnotations')","(0.8903964929959564, 'Selector')","(0.8930885657523382, 'BuiltIn')","(0.9115947356029294, 'ExportCodebook')","(0.9935665251605066, 'URL')","(0.9948936463866376, 'TXT')","(0.9966636679069579, 'TextSummary')","(0.9967597196059451, 'HTML')","(0.996766653564105, 'SentimentAnalysis')","(0.9967932706741728, 'Dropbox')","(0.996947691027408, 'AnnotationList')","(0.9970835721596801, 'DeleteAll')","(0.9972348674755973, 'Assessing')","(0.9973083760288279, 'Neo4J')","(0.9973319837690954, 'PDF')","(0.9973479744803023, 'Canvas')","(0.9974016324224987, 'Hypothesis')","(0.9974815763543742, 'JSON')","(0.9975359749923719, 'LastAnnotation')","(0.9976757748281767, 'ScienceDirect')","(0.997687564972149, 'MoodleComment')","(0.997721270705244, 'DOI')","(0.997762321638255, 'Categorize')","(0.9978008610649809, 'PreviousAssignments')","(0.9979236547098547, 'Replying')","(0.9979577564201078, 'URN')","(0.9979589740043688, 'Manual')","(0.9980022672092466, 'AnnotationServer')","(0.9980046374524462, 'Commenting')","(0.9980103548746163, 'Update')","(0.9980322160531621, 'Create')","(0.9980352137947537, 'Delete')","(0.998046383580529, 'MoodleConsumer')","(0.9980525997838431, 'GoogleSheetProvider')","(0.9980652678709799, 'SuggestedLiterature')","(0.9980962671457242, 'ACM')","(0.9981223406948393, 'Springer')","(0.9981233015237868, 'AnnotatedPDF')","(0.9981301354387283, 'BrowserStorage')","(0.9981511616508029, 'UserFilter')","(0.9981552623115152, 'CodebookDelete')","(0.9981653567544309, 'GoogleSheetConsumer')","(0.9981815491597581, 'MoodleResource')","(0.9981974664106861, 'RenameCodebook')","(0.9982103490377455, 'ApplicationBased')","(0.9982334680116138, 'MoodleProvider')","(1, 'Date')"
AnnotationList,"(0.1529195322496948, 'LastAnnotation')","(0.15314543331682995, 'AnnotatedPDF')","(0.15503571845264597, 'Canvas')","(0.24211002487957556, 'TextSummary')","(0.44286051382991565, 'SentimentAnalysis')","(0.46749909146016455, 'Assessing')","(0.4678194154442331, 'Categorize')","(0.4679677998259514, 'Commenting')","(0.46804474136888186, 'SuggestedLiterature')","(0.4732100674179971, 'Replying')","(0.47709291558683187, 'Selector')","(0.6409216207840664, 'Autocomplete')","(0.6513536335473935, 'Classifying')","(0.7318439291919469, 'JSON')","(0.7580376175206781, 'DeleteAll')","(0.795147850789382, 'Dropbox')","(0.8394362544003895, 'MoodleReport')","(0.8888241404831602, 'ImportAnnotations')","(0.9379325148457398, 'SidebarNavigation')","(0.9528664875437618, 'TXT')","(0.9706859749947473, 'Hypothesis')","(0.9767824365556451, 'GoogleSheetConsumer')","(0.9948937230004606, 'Alphabetical')","(0.9949071339786846, 'URL')","(0.996947691027408, 'Date')","(0.9976920156178584, 'Number')","(0.9978986908441367, 'Export')","(0.9980838979496581, 'HTML')","(0.9986531826653053, 'PDF')","(0.9988361474839151, 'Remote')","(0.9990069072246521, 'MoodleComment')","(0.9991040560333635, 'ImportCodebook')","(0.9991968720220878, 'Neo4J')","(0.999216796038367, 'Codebook')","(0.9992756851501223, 'URN')","(0.9993030810467723, 'DOI')","(0.9993073187014743, 'ScienceDirect')","(0.9993280081580131, 'Update')","(0.9993497548280054, 'Create')","(0.9993527368665465, 'Delete')","(0.9993638481377997, 'MoodleConsumer')","(0.9993960822733181, 'PreviousAssignments')","(0.9994023773049763, 'ExportCodebook')","(0.9994134703327924, 'ACM')","(0.9994394072347531, 'Springer')","(0.9994520742423798, 'BuiltIn')","(0.9994680771192613, 'UserFilter')","(0.9994702757997347, 'Manual')","(0.9994727697551705, 'Multivalued')","(0.9994744976510622, 'AnnotationServer')","(0.9994811490835888, 'BrowserStorage')","(0.9994966990009647, 'CodebookUpdate')","(0.9994973203485258, 'GoogleSheetProvider')","(0.9994983053162156, 'MoodleResource')","(0.9995003909392547, 'Hierarchy')","(0.9995042442861658, 'CodebookDelete')","(0.9995141391061578, 'RenameCodebook')","(0.9995269541780657, 'ApplicationBased')","(0.9995499519049822, 'MoodleProvider')","(1, 'AnnotationList')"
Neo4J,"(0.10863049677850145, 'AnnotationServer')","(0.12355031980954012, 'Hypothesis')","(0.14346497065947983, 'Remote')","(0.5737907320505315, 'TXT')","(0.5751971813448318, 'MoodleConsumer')","(0.5753319528921946, 'MoodleProvider')","(0.7957555091756062, 'SentimentAnalysis')","(0.8052794530614942, 'Manual')","(0.8460572857171423, 'ScienceDirect')","(0.8743805658420265, 'DOI')","(0.8890514658524269, 'RenameCodebook')","(0.8890838311594027, 'CodebookDelete')","(0.8909235508222392, 'ExportCodebook')","(0.9076257325367838, 'GoogleSheetProvider')","(0.9382169205733474, 'ImportCodebook')","(0.9587947925505595, 'DeleteAll')","(0.9635836920405931, 'Dropbox')","(0.9761419699207476, 'BrowserStorage')","(0.9878530854880929, 'CodebookUpdate')","(0.9933832544454668, 'Codebook')","(0.9951002570303701, 'URL')","(0.9951380875995416, 'Alphabetical')","(0.9973083760288279, 'Date')","(0.9975282246813167, 'PreviousAssignments')","(0.9979647453308805, 'Number')","(0.9983067814528784, 'Export')","(0.9983678244594221, 'HTML')","(0.9988540027109355, 'Assessing')","(0.9989533723652253, 'PDF')","(0.999085012537993, 'Canvas')","(0.9990868227691099, 'TextSummary')","(0.9991620954570863, 'LastAnnotation')","(0.9991968720220878, 'AnnotationList')","(0.9993172006605168, 'MoodleComment')","(0.9993936905082028, 'Categorize')","(0.9994369974568424, 'Autocomplete')","(0.9995517775638626, 'JSON')","(0.9995936552101404, 'URN')","(0.9996416226462155, 'Commenting')","(0.9996474725555513, 'Update')","(0.9996698403004631, 'Create')","(0.9996729075043449, 'Delete')","(0.9996819763701953, 'MoodleReport')","(0.9997094397183895, 'Classifying')","(0.9997176721607077, 'Selector')","(0.9997209479283474, 'ImportAnnotations')","(0.9997220480351015, 'SuggestedLiterature')","(0.9997353754677755, 'ACM')","(0.9997620530965202, 'Springer')","(0.9997630361856934, 'AnnotatedPDF')","(0.9997750602365943, 'SidebarNavigation')","(0.9997772567602217, 'Replying')","(0.999791541751882, 'UserFilter')","(0.9998222878397447, 'Multivalued')","(0.9998226332153212, 'MoodleResource')","(0.9998290937858848, 'BuiltIn')","(0.9998506705413488, 'GoogleSheetConsumer')","(0.9998521002333559, 'ApplicationBased')","(0.9998549935459472, 'Hierarchy')","(1, 'Neo4J')"
RenameCodebook,"(0.00030895024491173206, 'CodebookDelete')","(0.005710507382105212, 'Manual')","(0.01716972511168413, 'ExportCodebook')","(0.4449555954090262, 'ImportCodebook')","(0.6314644359841551, 'DeleteAll')","(0.8287392835032719, 'TXT')","(0.8890514658524269, 'Neo4J')","(0.8916253770648134, 'CodebookUpdate')","(0.9426133106457043, 'Codebook')","(0.9795110739778675, 'PreviousAssignments')","(0.9966443454521873, 'URL')","(0.9966787175307651, 'Alphabetical')","(0.9981974664106861, 'Date')","(0.9986370254748852, 'Number')","(0.9988951618743165, 'Export')","(0.9989174264697631, 'HTML')","(0.9992556348930683, 'Assessing')","(0.9993247610547654, 'PDF')","(0.9994199550535464, 'Canvas')","(0.9994432522017788, 'TextSummary')","(0.9994699585228329, 'LastAnnotation')","(0.9994853218977661, 'SentimentAnalysis')","(0.9995141391061578, 'AnnotationList')","(0.9995727680867382, 'Remote')","(0.9995778568644235, 'MoodleComment')","(0.9996310667233754, 'Categorize')","(0.999676335419964, 'Dropbox')","(0.9997091653148544, 'Autocomplete')","(0.9997550203008356, 'JSON')","(0.9997701713400748, 'URN')","(0.9998035396808815, 'Commenting')","(0.9998076091449793, 'Update')","(0.9998231691694747, 'Create')","(0.9998253028564704, 'Delete')","(0.9998332531136405, 'MoodleConsumer')","(0.9998477230812688, 'DOI')","(0.9998578250271597, 'MoodleReport')","(0.999860064592972, 'SuggestedLiterature')","(0.9998616758219072, 'ScienceDirect')","(0.9998687584200766, 'ACM')","(0.999869285584473, 'Selector')","(0.9998724087799912, 'Classifying')","(0.9998740167563906, 'ImportAnnotations')","(0.9998873165935195, 'Springer')","(0.9998880004751008, 'AnnotatedPDF')","(0.9999047523787248, 'Replying')","(0.9999064527437854, 'SidebarNavigation')","(0.9999078302440555, 'UserFilter')","(0.9999246825374332, 'BrowserStorage')","(0.9999288369052588, 'Hypothesis')","(0.9999294588796482, 'MoodleResource')","(0.9999332630501805, 'Multivalued')","(0.9999423810846142, 'BuiltIn')","(0.9999465208888454, 'AnnotationServer')","(0.9999499574760433, 'ApplicationBased')","(0.999950363258225, 'GoogleSheetConsumer')","(0.9999566849220676, 'Hierarchy')","(0.9999568392059751, 'GoogleSheetProvider')","(0.9999664126148848, 'MoodleProvider')","(1, 'RenameCodebook')"
SuggestedLiterature,"(5.912894031834259e-05, 'Categorize')","(5.981555689249518e-05, 'Commenting')","(6.265949301098583e-05, 'Assessing')","(0.009846986851185013, 'Replying')","(0.017286051493553778, 'Selector')","(0.1295146152671539, 'SentimentAnalysis')","(0.3262139215444121, 'Autocomplete')","(0.34523911376606653, 'Classifying')","(0.46804474136888186, 'AnnotationList')","(0.8841887766467222, 'SidebarNavigation')","(0.9140151402118991, 'TXT')","(0.945841811290856, 'Hypothesis')","(0.9855673326634425, 'URL')","(0.996537701429763, 'Alphabetical')","(0.9966707069197888, 'Dropbox')","(0.9980652678709799, 'Date')","(0.9985370643740519, 'Number')","(0.9987684859839314, 'Export')","(0.9988125161663461, 'ScienceDirect')","(0.9988216022404321, 'HTML')","(0.9992349469470646, 'PDF')","(0.9993164173694956, 'TextSummary')","(0.9993260770911432, 'Canvas')","(0.9993822869245766, 'LastAnnotation')","(0.9994541972683717, 'Remote')","(0.9994917774492419, 'MoodleComment')","(0.9995598311061755, 'DOI')","(0.9996504291026043, 'JSON')","(0.9996807411393361, 'DeleteAll')","(0.9996869298925694, 'URN')","(0.9997220480351015, 'Neo4J')","(0.999724920180623, 'Update')","(0.9997362668605971, 'MoodleReport')","(0.9997401909952329, 'ImportCodebook')","(0.9997407098316037, 'Create')","(0.9997428750064798, 'Delete')","(0.9997509425897065, 'MoodleConsumer')","(0.9997677923780657, 'Codebook')","(0.9997691963644402, 'ImportAnnotations')","(0.9997869718693216, 'ACM')","(0.999805803918858, 'Springer')","(0.9998064978929893, 'AnnotatedPDF')","(0.9998193599987113, 'PreviousAssignments')","(0.9998266203054098, 'UserFilter')","(0.9998315716738406, 'ExportCodebook')","(0.9998416452007446, 'BrowserStorage')","(0.999846317043522, 'Multivalued')","(0.9998485681335048, 'MoodleResource')","(0.9998489458672517, 'BuiltIn')","(0.9998564424441058, 'AnnotationServer')","(0.9998581046291972, 'CodebookDelete')","(0.9998597014918416, 'Manual')","(0.999860064592972, 'RenameCodebook')","(0.9998676650094764, 'GoogleSheetConsumer')","(0.9998685773181305, 'GoogleSheetProvider')","(0.9998690717109671, 'Hierarchy')","(0.9998692064871667, 'CodebookUpdate')","(0.9998693692471213, 'ApplicationBased')","(0.999886067231231, 'MoodleProvider')","(1, 'SuggestedLiterature')"
